"siteid","collectionunitid","sampleid","datasetid","analysisunitid","geochronid","geochrontypeid","agetypeid","age","errorolder","erroryounger","infinite","delta13c","labnumber","materialdated","notes","depenvtid","sitename","rejected"
4718,5766,117164,9871,82361,9321,"Dendrochronological","Calendar years BP",783,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117166,9871,82361,9323,"Dendrochronological","Calendar years BP",790,16,16,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117167,9871,82361,9324,"Dendrochronological","Calendar years BP",830,NA,NA,FALSE,NA,NA,"wood","",1,"Antelope House",FALSE
4718,5766,117168,9871,82361,9325,"Dendrochronological","Calendar years BP",766,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117169,9871,82361,9326,"Dendrochronological","Calendar years BP",814,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117170,9871,82361,9327,"Dendrochronological","Calendar years BP",845,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117171,9871,82361,9328,"Dendrochronological","Calendar years BP",866,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117172,9871,82361,9329,"Dendrochronological","Calendar years BP",862,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117173,9871,82361,9330,"Dendrochronological","Calendar years BP",866,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Antelope House",FALSE
4718,5766,117174,9871,82361,9331,"Dendrochronological","Calendar years BP",1004,NA,NA,FALSE,NA,NA,"wood","Sample located at lower contact of analysis unit.",1,"Antelope House",FALSE
4720,5768,117175,9872,82366,9332,"Carbon-14","Radiocarbon years BP",1420,90,90,FALSE,NA,"Beta-15934","charcoal","",115,"Owl Cave 1",FALSE
4720,5768,117176,9872,82367,9333,"Carbon-14","Radiocarbon years BP",1630,90,90,FALSE,NA,"Beta-15933","charcoal","",115,"Owl Cave 1",FALSE
4721,5769,117177,9873,82375,9334,"Carbon-14","Radiocarbon years BP",8520,210,210,FALSE,NA,"Beta-15935","bone apatite/carbonate","Date too young, contamination probable.",115,"Owl Cave 2",TRUE
4722,5770,117178,9874,82380,9335,"Carbon-14","Radiocarbon years BP",13700,400,400,FALSE,NA,"A-384","bone","",109,"Sandia Cave",FALSE
4722,5770,117179,9874,82380,9336,"Carbon-14","Radiocarbon years BP",11850,1000,1000,FALSE,NA,"I-301","bone","",109,"Sandia Cave",FALSE
4722,5770,117180,9874,82380,9337,"Carbon-14","Radiocarbon years BP",12920,400,400,FALSE,NA,"A-385","bone","",109,"Sandia Cave",FALSE
4722,5770,680020,9874,82380,52531,"Carbon-14","Radiocarbon years BP",1705,46,46,FALSE,NA,"AA74244","bone",NA,109,"Sandia Cave",FALSE
4722,5770,680021,9874,82380,52532,"Carbon-14","Radiocarbon years BP",3447,96,96,FALSE,NA,"AA49057","burnt bone",NA,109,"Sandia Cave",FALSE
4722,5770,680022,9874,82380,52533,"Carbon-14","Radiocarbon years BP",2250,50,50,FALSE,NA,"SMU-76","wood, Pinus","from rodent deposit",109,"Sandia Cave",FALSE
4722,5770,680023,9874,82380,52534,"Carbon-14","Radiocarbon years BP",1890,90,90,FALSE,NA,"SMU-77","charcoal","from rodent deposit",109,"Sandia Cave",FALSE
4722,5770,680024,9874,82380,52535,"Carbon-14","Radiocarbon years BP",20000,NA,NA,TRUE,NA,"M-247",NA,NA,109,"Sandia Cave",FALSE
4722,5770,117181,9874,82381,9338,"Carbon-14","Radiocarbon years BP",8520,300,300,FALSE,NA,"A-381","bone","",109,"Sandia Cave",FALSE
4722,5770,117182,9874,82381,9339,"Carbon-14","Radiocarbon years BP",11880,280,280,FALSE,NA,"A-383","bone","",109,"Sandia Cave",FALSE
4722,5770,117183,9874,82381,9340,"Carbon-14","Radiocarbon years BP",13450,150,150,FALSE,NA,"A-382","bone","",109,"Sandia Cave",FALSE
4726,5774,117188,9878,82385,9345,"Carbon-14","Radiocarbon years BP",23350,1110,1110,FALSE,NA,"A-2026","plant matter","",9,"Chuar Valley Midden 9",FALSE
4727,5775,117189,9879,82386,9346,"Carbon-14","Radiocarbon years BP",12170,210,210,FALSE,NA,"A-1993","plant matter","",9,"Nankoweup Canyon Midden 7a",FALSE
4728,5776,117190,9880,82387,9347,"Carbon-14","Radiocarbon years BP",17950,600,600,FALSE,NA,"R1-1180","plant matter","",9,"Nankoweup Canyon Midden 9b",FALSE
4729,5777,117191,9881,82388,9348,"Carbon-14","Radiocarbon years BP",18130,350,350,FALSE,NA,"A-1964","plant matter","",9,"Nankoweup Canyon Midden 9c",FALSE
4731,5779,117193,9883,82390,9350,"Carbon-14","Radiocarbon years BP",8590,110,110,FALSE,NA,"WK-147","plant matter","",9,"Bass Canyon Midden 2",FALSE
4731,5779,117194,9883,82390,9351,"Carbon-14","Radiocarbon years BP",8430,400,400,FALSE,NA,"WK-149","plant matter","",9,"Bass Canyon Midden 2",FALSE
4732,5780,117195,9884,82391,9352,"Carbon-14","Radiocarbon years BP",8900,340,340,FALSE,NA,"WK-150","plant matter","",9,"Bass Canyon Midden 3a",FALSE
4733,5781,117196,9885,82392,9353,"Carbon-14","Radiocarbon years BP",13800,330,330,FALSE,NA,"WK-180","plant matter","",9,"Hance Canyon Midden 3",FALSE
4734,5782,117197,9886,82393,9354,"Carbon-14","Radiocarbon years BP",13340,150,150,FALSE,NA,"A-1806","plant matter","",9,"Tse'an Bida Cave Midden 1C",FALSE
4734,5782,117198,9886,82393,9355,"Carbon-14","Radiocarbon years BP",12600,540,540,FALSE,NA,"A-1794","plant matter","",9,"Tse'an Bida Cave Midden 1C",FALSE
4735,5783,117199,9887,82394,9356,"Carbon-14","Radiocarbon years BP",10290,150,150,FALSE,NA,"A-1808","plant matter","",9,"Tse'an Bida Cave Midden 3",FALSE
4736,5784,117200,9888,82395,9357,"Carbon-14","Radiocarbon years BP",8470,100,100,FALSE,NA,"WK-145","plant matter","",9,"Tse'an Bida Cave Midden 4",FALSE
4737,5785,117201,9889,82396,9358,"Carbon-14","Radiocarbon years BP",6800,220,220,FALSE,NA,"R1-1175","plant matter","",9,"Tse'an Bida Cave Midden 6b",FALSE
4738,5786,117202,9890,82397,9359,"Carbon-14","Radiocarbon years BP",2960,45,45,FALSE,NA,"DIC-1174","","Sample located in middle portion of analysis unit.",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117203,9890,82398,9360,"Carbon-14","Radiocarbon years BP",1970,45,45,FALSE,NA,"DIC-3260","","",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117204,9890,82399,9361,"Carbon-14","Radiocarbon years BP",240,40,40,FALSE,NA,"DIC-3263","","",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117205,9890,82399,9362,"Carbon-14","Radiocarbon years BP",350,45,45,FALSE,NA,"DIC-3265","","",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117206,9890,82399,9363,"Carbon-14","Radiocarbon years BP",440,45,45,FALSE,NA,"DIC-3262","","",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117207,9890,82399,9364,"Carbon-14","Radiocarbon years BP",620,55,55,FALSE,NA,"DIC-3264","","",1,"Umpqua/Eden [35DO83]",FALSE
4738,5786,117208,9890,82399,9365,"Carbon-14","Radiocarbon years BP",870,40,40,FALSE,NA,"DIC-3261","","",1,"Umpqua/Eden [35DO83]",FALSE
4739,5787,117209,9891,82402,9366,"Carbon-14","Radiocarbon years BP",375,70,70,FALSE,NA,"WSU-1643","charcoal","Sample located at lower contact of analysis unit.",1,"Seal Rock [35LNC14]",FALSE
4739,5787,117210,9891,82402,9367,"Carbon-14","Radiocarbon years BP",160,80,80,FALSE,NA,"WSU-1642","charcoal","Sample located in lower portion of analysis unit.",1,"Seal Rock [35LNC14]",FALSE
4740,5788,117211,9892,82403,9368,"Carbon-14","Radiocarbon years BP",12280,520,520,FALSE,NA,"AA-759","Equus bone","Sample located at lower contact of analysis unit.",115,"Fish Bone Cave",FALSE
4740,5788,117212,9892,82403,9369,"Carbon-14","Radiocarbon years BP",11200,250,250,FALSE,NA,"L-245","plant matter","",115,"Fish Bone Cave",FALSE
4747,5795,117244,9894,82415,9401,"Carbon-14","Radiocarbon years BP",3010,50,50,FALSE,NA,"DIC-3257","charcoal","Sample located at lower contact of analysis unit.",3,"Whale Cove [35LNC60]",FALSE
4747,5795,117245,9894,82415,9402,"Carbon-14","Radiocarbon years BP",2830,70,70,FALSE,NA,"Beta-27968","","Sample located at upper contact of analysis unit.",3,"Whale Cove [35LNC60]",FALSE
4747,5795,117246,9894,82416,9403,"Carbon-14","Radiocarbon years BP",610,50,50,FALSE,NA,"DIC-3258","charcoal","",3,"Whale Cove [35LNC60]",FALSE
4747,5795,117247,9894,82417,9404,"Carbon-14","Radiocarbon years BP",330,60,60,FALSE,NA,"DIC-3256","charcoal","",3,"Whale Cove [35LNC60]",FALSE
4760,5808,117248,9895,82431,9405,"Carbon-14","Radiocarbon years BP",12930,110,110,FALSE,NA,"SI-3988","Oreamnos harringtoni horn sheath","",115,"Tse'an Bida Cave",FALSE
4760,5808,117249,9895,82432,9406,"Carbon-14","Radiocarbon years BP",16150,600,600,FALSE,NA,"RL-1135","Oreamnos harringtoni dung","",115,"Tse'an Bida Cave",FALSE
4760,5808,117250,9895,82433,9407,"Carbon-14","Radiocarbon years BP",24190,4300,4300,FALSE,NA,"A-2372","dung","",115,"Tse'an Bida Cave",FALSE
4760,5808,117251,9895,82434,9408,"Carbon-14","Radiocarbon years BP",11850,750,750,FALSE,NA,"RL-1134","Oreamnos harringtoni dung","",115,"Tse'an Bida Cave",FALSE
4760,5808,117252,9895,82435,9409,"Carbon-14","Radiocarbon years BP",13100,700,700,FALSE,NA,"RL-1133","Oreamnos harringtoni dung","",115,"Tse'an Bida Cave",FALSE
4763,5811,117255,9897,82445,9412,"Carbon-14","Radiocarbon years BP",4270,210,210,FALSE,NA,"RL-1240","charcoal","Sample located at lower contact of analysis unit.",115,"Aspen Shelter [42SV1325]",FALSE
4765,5813,117256,9898,82448,9413,"Dendrochronological","Calendar years BP",642,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117257,9898,82448,9414,"Dendrochronological","Calendar years BP",635,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117258,9898,82448,9415,"Dendrochronological","Calendar years BP",633,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117259,9898,82448,9416,"Dendrochronological","Calendar years BP",630,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117260,9898,82448,9417,"Dendrochronological","Calendar years BP",629,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117261,9898,82448,9418,"Dendrochronological","Calendar years BP",640,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117262,9898,82448,9419,"Dendrochronological","Calendar years BP",635,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117263,9898,82448,9420,"Dendrochronological","Calendar years BP",630,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117264,9898,82448,9421,"Dendrochronological","Calendar years BP",626,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117265,9898,82448,9422,"Dendrochronological","Calendar years BP",625,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117266,9898,82448,9423,"Dendrochronological","Calendar years BP",620,NA,NA,FALSE,NA,NA,"wood","Sample located in lower portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117267,9898,82448,9424,"Dendrochronological","Calendar years BP",586,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117268,9898,82448,9425,"Dendrochronological","Calendar years BP",593,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117269,9898,82448,9426,"Dendrochronological","Calendar years BP",591,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117270,9898,82448,9427,"Dendrochronological","Calendar years BP",591,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117271,9898,82448,9428,"Dendrochronological","Calendar years BP",590,NA,NA,FALSE,NA,NA,"wood","Sample located in middle portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117272,9898,82448,9429,"Dendrochronological","Calendar years BP",564,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117273,9898,82448,9430,"Dendrochronological","Calendar years BP",566,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117274,9898,82448,9431,"Dendrochronological","Calendar years BP",567,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117275,9898,82448,9432,"Dendrochronological","Calendar years BP",564,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117276,9898,82448,9433,"Dendrochronological","Calendar years BP",580,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117277,9898,82448,9434,"Dendrochronological","Calendar years BP",569,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117278,9898,82448,9435,"Dendrochronological","Calendar years BP",563,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4765,5813,117279,9898,82448,9436,"Dendrochronological","Calendar years BP",560,NA,NA,FALSE,NA,NA,"wood","Sample located in upper portion of analysis unit.",1,"Arroyo Hondo Pueblo",FALSE
4766,5814,117280,9899,82453,9437,"Carbon-14","Radiocarbon years BP",7800,800,800,FALSE,NA,"SFU-370","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117281,9899,82454,9438,"Carbon-14","Radiocarbon years BP",7100,350,350,FALSE,NA,"SFU-452","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117282,9899,82454,9439,"Carbon-14","Radiocarbon years BP",8400,240,240,FALSE,NA,"SFU-357","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117283,9899,82456,9440,"Carbon-14","Radiocarbon years BP",1130,240,240,FALSE,NA,"SFU-453","charcoal","Date too young, contamination probable.",111,"Charlie Lake Cave [HbRf39]",TRUE
4766,5814,117284,9899,82457,9441,"Carbon-14","Radiocarbon years BP",4400,400,400,FALSE,NA,"SFU-385","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117285,9899,82457,9442,"Carbon-14","Radiocarbon years BP",4800,640,640,FALSE,NA,"SFU-451","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117286,9899,82451,9443,"Carbon-14","Radiocarbon years BP",10100,210,210,FALSE,NA,"RIDDL-392","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117287,9899,82451,9444,"Carbon-14","Radiocarbon years BP",10380,160,160,FALSE,NA,"RIDDL-378","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117288,9899,82451,9445,"Carbon-14","Radiocarbon years BP",10450,150,150,FALSE,NA,"SFU-300","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117289,9899,82451,9446,"Carbon-14","Radiocarbon years BP",10770,120,120,FALSE,NA,"SFU-454","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117290,9899,82452,9447,"Carbon-14","Radiocarbon years BP",9760,160,160,FALSE,NA,"SFU-355","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117291,9899,82452,9448,"Carbon-14","Radiocarbon years BP",9990,150,150,FALSE,NA,"RIDDL-392","bone","Sample located at lower contact of analysis unit.",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,119078,9899,82452,11235,"Carbon-14","Radiocarbon years BP",10290,100,100,FALSE,NA,"CAMS-2317","bird bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,119079,9899,82452,11236,"Carbon-14","Radiocarbon years BP",10560,80,80,FALSE,NA,"CAMS-2134","Bison bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117292,9899,82458,9449,"Carbon-14","Radiocarbon years BP",1400,400,400,FALSE,NA,"SFU-379","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117293,9899,82458,9450,"Carbon-14","Radiocarbon years BP",2900,400,400,FALSE,NA,"SFU-358","charcoal","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117294,9899,82458,9451,"Carbon-14","Radiocarbon years BP",4270,160,160,FALSE,NA,"SFU-382","bone","",111,"Charlie Lake Cave [HbRf39]",FALSE
4766,5814,117295,9899,82458,9452,"Carbon-14","Radiocarbon years BP",6700,290,290,FALSE,NA,"SFU-356","charcoal","Date too old, context disturbed.",111,"Charlie Lake Cave [HbRf39]",TRUE
4769,5817,117299,9902,82461,9456,"Carbon-14","Radiocarbon years BP",145,80,80,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117300,9902,82461,9457,"Carbon-14","Radiocarbon years BP",520,95,95,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117301,9902,82461,9458,"Carbon-14","Radiocarbon years BP",1210,60,60,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117302,9902,82461,9459,"Carbon-14","Radiocarbon years BP",1470,90,90,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117303,9902,82461,9460,"Carbon-14","Radiocarbon years BP",1510,90,90,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117304,9902,82461,9461,"Carbon-14","Radiocarbon years BP",1600,50,50,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117305,9902,82461,9462,"Carbon-14","Radiocarbon years BP",1650,60,60,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117306,9902,82461,9463,"Carbon-14","Radiocarbon years BP",1672,220,220,FALSE,NA,NA,"fibrous artifact","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117307,9902,82461,9464,"Carbon-14","Radiocarbon years BP",1830,60,60,FALSE,NA,NA,"Homo sapiens dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117308,9902,82461,9465,"Carbon-14","Radiocarbon years BP",1900,60,60,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117309,9902,82461,9466,"Carbon-14","Radiocarbon years BP",2481,260,260,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117310,9902,82461,9467,"Carbon-14","Radiocarbon years BP",2610,120,120,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117311,9902,82461,9468,"Carbon-14","Radiocarbon years BP",3168,260,260,FALSE,NA,NA,"fibrous artifact","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117312,9902,82461,9469,"Carbon-14","Radiocarbon years BP",3370,100,100,FALSE,NA,NA,"","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117313,9902,82461,9470,"Carbon-14","Radiocarbon years BP",3400,80,80,FALSE,NA,NA,"Homo sapiens bone","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117314,9902,82461,9471,"Carbon-14","Radiocarbon years BP",3980,120,120,FALSE,NA,NA,"plant matter","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117315,9902,82461,9472,"Carbon-14","Radiocarbon years BP",2080,330,330,FALSE,NA,NA,"fibrous artifact","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117316,9902,82461,9473,"Carbon-14","Radiocarbon years BP",2250,230,230,FALSE,NA,NA,"fibrous artifact","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117317,9902,82462,9474,"Carbon-14","Radiocarbon years BP",4270,110,110,FALSE,NA,"I-4632","bat dung","Sample located in upper portion of analysis unit.",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117318,9902,82462,9475,"Carbon-14","Radiocarbon years BP",4430,130,130,FALSE,NA,"I-4634","bat dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117319,9902,82462,9476,"Carbon-14","Radiocarbon years BP",4448,250,250,FALSE,NA,"C-277","bat dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117320,9902,82462,9477,"Carbon-14","Radiocarbon years BP",4520,110,110,FALSE,NA,"I-4633","bat dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117321,9902,82462,9478,"Carbon-14","Radiocarbon years BP",4580,120,120,FALSE,NA,"I-4673","bat dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117322,9902,82462,9479,"Carbon-14","Radiocarbon years BP",4690,110,110,FALSE,NA,"I-3962","bat dung","",1,"Lovelock Cave [26CH18]",FALSE
4769,5817,117323,9902,82462,9480,"Carbon-14","Radiocarbon years BP",6004,250,250,FALSE,NA,"C-278","bat dung","Sample located in lower portion of analysis unit.",1,"Lovelock Cave [26CH18]",FALSE
4779,5827,117324,9903,82474,9481,"Carbon-14","Radiocarbon years BP",2300,200,200,FALSE,NA,NA,"plant matter","",1,"Tularosa Cave",FALSE
4779,5827,117325,9903,82474,9482,"Carbon-14","Radiocarbon years BP",2223,200,200,FALSE,NA,NA,"plant matter","",1,"Tularosa Cave",FALSE
4780,5828,117326,9904,82478,9483,"Carbon-14","Radiocarbon years BP",240,50,50,FALSE,NA,"Beta-7198","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117327,9904,82478,9484,"Carbon-14","Radiocarbon years BP",280,50,50,FALSE,NA,"Beta-12584","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117328,9904,82478,9485,"Carbon-14","Radiocarbon years BP",300,50,50,FALSE,NA,"Beta-7196","charcoal","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117329,9904,82479,9486,"Carbon-14","Radiocarbon years BP",750,50,50,FALSE,NA,"Beta-7197","charcoal","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117330,9904,82479,9487,"Carbon-14","Radiocarbon years BP",750,50,50,FALSE,NA,"Beta-12582","charcoal","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117331,9904,82480,9488,"Carbon-14","Radiocarbon years BP",850,50,50,FALSE,NA,"Beta-10852","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117332,9904,82480,9489,"Carbon-14","Radiocarbon years BP",930,60,60,FALSE,NA,"Beta-12210","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117333,9904,82480,9490,"Carbon-14","Radiocarbon years BP",1190,60,60,FALSE,NA,"Beta-12583","charcoal","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117334,9904,82480,9491,"Carbon-14","Radiocarbon years BP",1240,50,50,FALSE,NA,"Beta-11387","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117335,9904,82481,9492,"Carbon-14","Radiocarbon years BP",1940,60,60,FALSE,NA,"Beta-11390","charcoal","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117336,9904,82481,9493,"Carbon-14","Radiocarbon years BP",2350,100,100,FALSE,NA,"Beta-12213","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117337,9904,82481,9494,"Carbon-14","Radiocarbon years BP",2630,100,100,FALSE,NA,"Beta-12211","organic mud","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117338,9904,82482,9495,"Carbon-14","Radiocarbon years BP",3280,70,70,FALSE,NA,"Beta-11388","charcoal","Sample located at upper contact of analysis unit. Date too old, contamination probable.",115,"James Creek Shelter [26EU843]",TRUE
4780,5828,117339,9904,82483,9496,"Carbon-14","Radiocarbon years BP",2750,70,70,FALSE,NA,"Beta-12212","feature or structure","Sample located at upper contact of analysis unit.",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117340,9904,82483,9497,"Carbon-14","Radiocarbon years BP",2780,120,120,FALSE,NA,"Beta-10850","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117341,9904,82483,9498,"Carbon-14","Radiocarbon years BP",3160,100,100,FALSE,NA,"Beta-10851","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117342,9904,82483,9499,"Carbon-14","Radiocarbon years BP",3890,100,100,FALSE,NA,"Beta-11389","organic mud","Sample located at lower contact of analysis unit.",115,"James Creek Shelter [26EU843]",FALSE
4780,5828,117343,9904,82486,9500,"Carbon-14","Radiocarbon years BP",970,70,70,FALSE,NA,"Beta-10853","feature or structure","",115,"James Creek Shelter [26EU843]",FALSE
4781,5829,117344,9905,91856,9501,"Carbon-14","Radiocarbon years BP",1240,110,110,FALSE,NA,"A-735","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117345,9905,91856,9502,"Carbon-14","Radiocarbon years BP",1540,70,70,FALSE,NA,"A-1072","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117346,9905,82489,9503,"Carbon-14","Radiocarbon years BP",1540,90,90,FALSE,NA,"A-814","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117347,9905,82489,9504,"Carbon-14","Radiocarbon years BP",1350,80,80,FALSE,NA,"A-786","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117348,9905,82489,9505,"Carbon-14","Radiocarbon years BP",1810,300,300,FALSE,NA,"A-771","charcoal","Sample located in lower portion of analysis unit.",1,"Snaketown [U:13:1]",FALSE
4781,5829,117349,9905,82489,9506,"Carbon-14","Radiocarbon years BP",1640,250,250,FALSE,NA,"A-743","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117350,9905,82489,9507,"Carbon-14","Radiocarbon years BP",1510,90,90,FALSE,NA,"A-742","charcoal","",1,"Snaketown [U:13:1]",FALSE
4781,5829,117351,9905,82490,9508,"Carbon-14","Radiocarbon years BP",1200,70,70,FALSE,NA,"SI-190","charcoal","",1,"Snaketown [U:13:1]",FALSE
