"","obfuscation.problem","ndb.sites.siteid","ndb.sites.sitename","ndb.publications.publicationid","doi","isbn","ndb.publications.citation","ndb.publications.pubtypeid","ndb.collectionunits.collectionunitid","ndb.collectionunits.handle","discovery","ndb.analysisunits.analysisunitid","ndb.analysisunits.analysisunitname","ndb.geochronology.geochronid","ndb.geochronology.labnumber","ndb.geochronology.age","ndb.geochronology.errorolder","ndb.geochronology.erroryounger","ndb.geochronology.infinite","ndb.geochronology.materialdated","taxonname","ndb.variables.taxonid","elementdated","ndb.variables.variableelementid","ndb.repositoryinstitutions.repositoryid","repository","acronym","ndb.specimens.specimennr","ndb.geochronology.depth","ndb.geochronology.notes","ndb.radiocarbon.radiocarbonmethodid","ndb.radiocarbon.d13C","ndb.radiocarbon.d15N","ndb.radiocarbon.C:N","rejected","ndb.geochronology.agetypeid","ndb.geochronology.geochrontypeid","human","validationnotes","geochronologyid","datasetid","sampleid","datasetid.1","analysisunitid"
"359","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1747",340,100,100,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"0.2 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"360","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1749",100,100,100,FALSE,"charred bone, Bison bison","Bison bison",NA,NA,NA,NA,NA,NA,NA,"0.7-1.0 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"361","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1748",370,100,100,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"0.2-0.7 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"362","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1750",120,100,100,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"2.2 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"363","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1751",75,100,100,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"2.5 ft","date rejected as contaminated",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"364","",3744,"Piney Creek [48JO312]",NA,"10.1017/S0033822200019937",NA,NA,NA,4658,"PINEYCRK","literature search",80607,"Assemblage",NA,"M-1752",50,100,100,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as contaminated",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"365","",3818,"Lawrence [34NW-6]",NA,"10.1017/S0033822200059506",NA,NA,NA,4733,"LAWRENCE","literature search",80721,"Assemblage",NA,"Tx-818",3150,190,190,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"4-5 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"366","",3818,"Lawrence [34NW-6]",NA,"10.1017/S0033822200059506",NA,NA,NA,4733,"LAWRENCE","literature search",80721,"Assemblage",NA,"Tx-817",3090,140,140,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"3.5-4 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"367","",3818,"Lawrence [34NW-6]",NA,"10.1017/S0033822200059506",NA,NA,NA,4733,"LAWRENCE","literature search",80721,"Assemblage",NA,"Tx-815",2710,70,70,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"3.3-3.5 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"368","",3818,"Lawrence [34NW-6]",NA,"10.1017/S0033822200059506",NA,NA,NA,4733,"LAWRENCE","literature search",80721,"Assemblage",NA,"Tx-816",3460,110,110,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"4-4.5 ft",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"369","",3819,"Weston [OS-99]",NA,"10.1017/S0033822200008584",NA,NA,NA,4734,"WESTON","literature search",80724,"Unit III",NA,"WIS-449",960,60,60,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"370","",3842,"Scott [34LF11]",NA,"10.1017/S0033822200044131",NA,NA,NA,4767,"SCOTTOK","literature search",80760,"Archaic",NA,"Tx-2892",2160,70,70,FALSE,"charred nutshells and charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9435,80760
"371","",3842,"Scott [34LF11]",NA,"10.1017/S0033822200044131",NA,NA,NA,4767,"SCOTTOK","literature search",80760,"Archaic",NA,"Tx-2888",2090,50,50,FALSE,"charred nutshells and charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9435,80760
"372","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-759",2460,50,50,FALSE,"Organic (U)",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 94","Redate of previously dated feature (PITT-25)",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"373","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-761",2835,35,35,FALSE,"Charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 122",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"374","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-763",2265,40,40,FALSE,"Organic (U)",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 139",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"375","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-760",2620,95,95,FALSE,"Organic (U)",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 107",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"376","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"BETA-37059",2520,70,70,FALSE,"Textile",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 41",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"377","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"BETA-37058",545,65,65,FALSE,"Bone",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 33",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"378","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"BETA-37171",2250,60,60,FALSE,"Hide",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 47","Redate of previously dated feature (PITT-22)",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"379","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-848",2325,55,55,FALSE,"Organic (U)",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 146","Redate of previously dated feature (PITT-31)",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"380","",3870,"Boucher [VTFr-26]",NA,NA,NA,"Heckenberger, Michael J., James B. Petersen, Louise A. Basa, Ellen R. Cowie, Arthur E. Spiess, and Robert E. Stuckenrath. “EARLY WOODLAND PERIOD MORTUARY CEREMONIALISM IN THE FAR NORTHEAST: A VIEW FROM THE BOUCHER CEMETERY.” Archaeology of Eastern North America 18 (1990): 109–44. http://www.jstor.org/stable/40914322.","1",4795,"BOUCHER","literature search",80838,"Assemblage",NA,"PITT-762",2300,50,50,FALSE,"Organic (U)",NA,NA,NA,NA,NA,NA,NA,NA,"Feat. 130",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9452,80838
"381","",3880,"NUZUM [14DP10]",NA,"10.1017/S0033822200036377",NA,NA,NA,4806,"NUZUM","literature search",80853,"Assemblage",NA,"WIS-326",860,55,55,FALSE,"charred wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"House 1, Feature 3",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"382","",3912,"Hosterman [39PO7]",NA,NA,NA,"Johnson, Craig, Stanley A. Ahler, Herbert Haas, and Georges Bonani. (2007) ""A chronology of middle Missouri Plains village sites."" Smithsonian Contributions to Anthropology 47, Smithsonian Institution Scholarly Press, Washington, D.C.","3",4848,"HOSTERMN","literature search",80920,"Assemblage",NA,"SMU-2728",747,62,62,FALSE,"charred corn cobs","Zea mays",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"383","",3912,"Hosterman [39PO7]",NA,NA,NA,"Johnson, Craig, Stanley A. Ahler, Herbert Haas, and Georges Bonani. (2007) ""A chronology of middle Missouri Plains village sites."" Smithsonian Contributions to Anthropology 47, Smithsonian Institution Scholarly Press, Washington, D.C.","3",4848,"HOSTERMN","literature search",80920,"Assemblage",NA,"SMU-2732",232,56,56,FALSE,"charred corn cobs","Zea mays",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"384","",3912,"Hosterman [39PO7]",NA,NA,NA,"Johnson, Craig, Stanley A. Ahler, Herbert Haas, and Georges Bonani. (2007) ""A chronology of middle Missouri Plains village sites."" Smithsonian Contributions to Anthropology 47, Smithsonian Institution Scholarly Press, Washington, D.C.","3",4848,"HOSTERMN","literature search",80920,"Assemblage",NA,"ETH-10119",295,55,55,FALSE,"charred corn cobs","Zea mays",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"385","",3912,"Hosterman [39PO7]",NA,NA,NA,"Johnson, Craig, Stanley A. Ahler, Herbert Haas, and Georges Bonani. (2007) ""A chronology of middle Missouri Plains village sites."" Smithsonian Contributions to Anthropology 47, Smithsonian Institution Scholarly Press, Washington, D.C.","3",4848,"HOSTERMN","literature search",80920,"Assemblage",NA,"SMU-2731",530,64,64,FALSE,"charred corn cobs","Zea mays",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"386","",3918,"McKensey Village [39AR201]",NA,"10.1017/S0033822200064511",NA,NA,NA,4854,"MCKENSEY","literature search",80926,"Assemblage",NA,"SI-382",510,100,100,FALSE,"juniper wood","Juniperus sp.",NA,"wood",NA,NA,NA,NA,NA,NA,"tree ring date 1501 AD from same sample",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"387","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1796",810,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-24.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"388","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1797",660,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.8,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"389","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1801",530,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.9,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"390","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1799",430,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.6,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"391","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1798",690,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.6,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"392","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1800",620,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.2,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"393","",3957,"Shipman [25WT7]",NA,"10.1017/S0033822200043794",NA,NA,NA,4893,"SHIPMAN","literature search",80973,"Assemblage",NA,"WIS-1814",670,70,70,FALSE,"wood charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-26.1,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"394","",4019,"Pretty Point [32OL8]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4955,"PRETTYPT","literature search",81050,"Assemblage",NA,"SMU-1283",515,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"395","",4019,"Pretty Point [32OL8]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4955,"PRETTYPT","literature search",81050,"Assemblage",NA,"SMU-1253",460,40,40,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"396","",4021,"Mandan Lake [32OL21]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4957,"MANDANLK","literature search",81052,"Assemblage",NA,"SMU-1274",330,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"397","",4021,"Mandan Lake [32OL21]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4957,"MANDANLK","literature search",81052,"Assemblage",NA,"SMU-1268",400,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"398","",4021,"Mandan Lake [32OL21]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4957,"MANDANLK","literature search",81052,"Assemblage",NA,"SMU-1257",340,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"399","",4021,"Mandan Lake [32OL21]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4957,"MANDANLK","literature search",81052,"Assemblage",NA,"SMU-1275",490,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"400","",4022,"Mahaha [32OL22]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4958,"MAHAHA","literature search",81053,"Assemblage",NA,"SMU-1342",170,30,30,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected by author",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"401","",4022,"Mahaha [32OL22]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4958,"MAHAHA","literature search",81053,"Assemblage",NA,"SMU-1284",530,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"402","",4022,"Mahaha [32OL22]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4958,"MAHAHA","literature search",81053,"Assemblage",NA,"SMU-1292",355,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"403","",4022,"Mahaha [32OL22]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4958,"MAHAHA","literature search",81053,"Assemblage",NA,"SMU-1337",165,30,30,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected by author",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"404","",4022,"Mahaha [32OL22]",NA,NA,NA,"Thiessen, T. D. (ed.) The Phase I Archeological Research Program for the Knife River Indian Villages National Historic Site. United States: U.S. Department of the Interior, National Park Service, Midwest Archeological Center, 1993.","8",4958,"MAHAHA","literature search",81053,"Assemblage",NA,"SMU-1262",460,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"405","",4085,"Cascade House [5MT4512]",NA,"10.1017/S0033822200044131",NA,NA,NA,5021,"CASCHOUS","literature search",81124,"Assemblage",NA,"Tx-3873",1630,80,80,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"406","",4085,"Cascade House [5MT4512]",NA,"10.1017/S0033822200044131",NA,NA,NA,5021,"CASCHOUS","literature search",81124,"Assemblage",NA,"Tx-3874",1420,80,80,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"407","",4098,"Sun River [24CA74]",NA,"10.1016/j.quaint.2004.04.016",NA,NA,NA,5036,"SUNRIVER","literature search",81145,"Level VI",NA,"W-1753",11500,300,300,FALSE,"bone, Proboscidea","Proboscidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9571,81145
"408","",4121,"Hagen [24DW2]",NA,"10.1017/S0033822200003970",NA,NA,NA,5063,"HAGEN","literature search",81185,"Assemblage",NA,"WIS-864",780,55,55,FALSE,"charred wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juniperus cf. scapulorum",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"409","",4121,"Hagen [24DW2]",NA,"10.1017/S0033822200003970",NA,NA,NA,5063,"HAGEN","literature search",81185,"Assemblage",NA,"WIS-865",775,55,55,FALSE,"charred wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juniperus cf. scapulorum",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"410","",4121,"Hagen [24DW2]",NA,"10.1017/S0033822200003970",NA,NA,NA,5063,"HAGEN","literature search",81185,"Assemblage",NA,"WIS-863",490,55,55,FALSE,"charred wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juniperus cf. scapulorum",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"411","",4132,"Prairie Dog Hamlet [5MT4614]",NA,"10.1017/S0033822200044131",NA,NA,NA,5074,"PRDGHMLT","literature search",81198,"Assemblage",NA,"Tx-3880",1590,90,90,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"412","",4132,"Prairie Dog Hamlet [5MT4614]",NA,"10.1017/S0033822200044131",NA,NA,NA,5074,"PRDGHMLT","literature search",81198,"Assemblage",NA,"Tx-3879",1660,70,70,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"413","",4144,"Aldea Sierritas [5MT2854]",NA,"10.1017/S0033822200044131",NA,NA,NA,5086,"ALDESIER","literature search",81216,"Assemblage",NA,"Tx-3884",1620,60,60,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"414","",4144,"Aldea Sierritas [5MT2854]",NA,"10.1017/S0033822200044131",NA,NA,NA,5086,"ALDESIER","literature search",81216,"Assemblage",NA,"Tx-3883",1680,60,60,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"date rejected as inconsistent with ceramics and architecture",2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,NA,NA
"415","",4212,"Pretty Head [39LM232]",NA,"10.1017/S0033822200000631",NA,NA,NA,5181,"PRETTYHD","literature search",81317,"Assemblage",NA,"SI-165",520,80,80,FALSE,"juniper wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"416","",4212,"Pretty Head [39LM232]",NA,"10.1017/S0033822200000631",NA,NA,NA,5181,"PRETTYHD","literature search",81317,"Assemblage",NA,"SI-166",650,140,140,FALSE,"juniper wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"417","",4212,"Pretty Head [39LM232]",NA,NA,NA,"Johnson, Craig, Stanley A. Ahler, Herbert Haas, and Georges Bonani. (2007) ""A chronology of middle Missouri Plains village sites."" Smithsonian Contributions to Anthropology 47, Smithsonian Institution Scholarly Press, Washington, D.C.","3",5181,"PRETTYHD","literature search",81317,"Assemblage",NA,"SMU-2734",1002,42,42,FALSE,"charred wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
"418","",4221,"Bear Creek Shelter [41HI17]",NA,"10.1017/S0033822200004392",NA,NA,NA,5190,"BEARCRSH","literature search",81326,"Austin Focus",NA,"Tx-2962",950,50,50,FALSE,"charcoal",NA,NA,NA,NA,NA,NA,NA,NA,"100-110cm",NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,NA,NA
